,name,x,y,cog,color,link
meta,start,0.10782219850836194,,,,
PP_0001,parB,147.0,-0.0308088183496205,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0102639047627386,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0143876779356083,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0117055683834641,Function unknown,#0000ff,
PP_0012,recF,12222.0,0.0073075536041331,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0036866763299374,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0102062437511581,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0042091361678191,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.0072349448815201,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0097945597466571,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0077660282949824,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0249862318122885,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0100414457881053,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0046009071758558,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.00930148805853,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0010663468910328,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0015163299278298,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0033622790769851,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.003990513539013,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0049949098824932,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.0009081100091339,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0068209417748742,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0155159602939158,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0033991477587271,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0005808968098364,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0009963561185684,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.000748626620448,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.0060713320833818,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0061630940066341,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0028531306623966,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.002732716207082,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0014011303412002,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0048474257785272,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,-0.002485851303651,Transcription,#daa520,
PP_0048,PP_0048,55019.0,-0.004908287257635,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,-0.0009549647515577,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,0.0153188014656482,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0065694936540112,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.0008009878429171,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,-0.0033162747402665,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,0.0060962357965938,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,0.0153419644780416,Transcription,#daa520,
PP_0056,betA-I,64943.0,0.0138374852578293,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,0.0054257382754804,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,0.0075180623304169,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,-0.0109252462890785,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,0.0269421721303081,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,-0.0133394027402647,Cell motility,#da70d6,
PP_0065,trkA,74836.0,-0.0577900067164655,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,-0.0015826818117786,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,-0.0082388219298785,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,-0.0021452970231085,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,-0.000806349368272,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,-8.45894068604823e-05,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,0.0035805837113742,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,0.0008901630630294,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,0.0024660627371184,Transcription,#daa520,
PP_0080,PP_0080,90447.0,0.0002568355573404,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,0.0005074150487067,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,0.1068706288128413,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,-0.0032013904118501,Transcription,#daa520,
PP_0085,PP_0085,94597.0,-0.0042456613193071,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,0.0286987835363914,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,-0.0212581778802875,Function unknown,#0000ff,
PP_0088,PP_0088,95680.0,-0.0001309922622851,Energy production and conversion,#708090,
PP_0089,osmC,96837.0,-0.0064063005113603,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0090,PP_0090,97275.0,0.006476669520742,Function unknown,#0000ff,
PP_0091,PP_0091,97607.0,-0.003690179053313,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076.0,-0.0001640511498337,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575.0,-0.0022421447716977,Function unknown,#0000ff,
PP_0094,PP_0094,99758.0,-0.001728863013534,Function unknown,#0000ff,
PP_0095,yrdA,100530.0,-0.0023021392742467,Function unknown,#0000ff,
PP_0096,prlC,101181.0,0.0095934542368198,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842.0,-0.0035023824421025,"Replication, recombination and repair",#00ff00,
PP_0101,PP_0101,106134.0,-0.000936802643159,Inorganic ion transport and metabolism,#8b4513,
PP_0103,PP_0103,108810.0,-0.0003241205427435,Energy production and conversion,#708090,
PP_0104,ctaD,109981.0,0.0001437379963162,Energy production and conversion,#708090,
PP_0105,PP_0105,111580.0,-0.0058811605729891,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0106,PP_0106,112163.0,-0.0018603600648463,Energy production and conversion,#708090,
