,name,x,y,cog,color,link
meta,start,0.08995036637368055,,,,
PP_0001,parB,147.0,-0.0269499034838286,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0074370171808105,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0335247699954659,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.0784300516706671,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0063343919139684,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0020491669346907,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0081208197609769,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0012733030537514,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0073492460296609,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.008874978865417,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0005321658109854,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0061017360236932,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0012927679504824,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0315441578601274,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0033355638856697,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0032702026811788,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0043798235276101,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,0.0020214015187745,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0032887176701908,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0059315685086661,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0034387225995768,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0045204173444097,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0174018589309261,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0024891045543829,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0046267952966876,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.000130438925494,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,-0.0426184760090642,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0045494442374964,Inorganic ion transport and metabolism,#8b4513,
