,name,x,y,cog,color,link
meta,start,0.0795611367919478,,,,
PP_0001,parB,147.0,-0.0047740988744181,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0087842998691178,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.0073908926956756,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.0010306661030574,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0048659412007004,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0018908718580991,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,0.0048239394495164,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.0033875052570743,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.0032713405919594,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0103435849150615,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0016039045392607,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0156214414493233,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0039016896028202,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0063520518422128,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0072483847646145,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.0009035952236714,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0050829604069185,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,0.0002103410908494,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0054127627876949,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.0011610397718277,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0006703218385628,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0043865588785123,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0002472226855731,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0025199968391724,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0005791024777011,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0028573797190762,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,-0.0012409477555515,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.0008836555514964,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,0.0089203937761315,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0008403734589166,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0030985985956392,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.001151142999644,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0037313902092508,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,0.0004492212330018,Transcription,#daa520,
PP_0048,PP_0048,55019.0,0.007327648720714,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0008946014263995,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,-0.0004073879368539,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0051263091252711,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.0037101061247073,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,-0.0001444217780688,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,0.0067689146888857,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,-0.0050358056979099,Transcription,#daa520,
PP_0056,betA-I,64943.0,0.0046690159532344,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,0.0053925404427787,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,-0.0146824551407909,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,-0.0056606969734353,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,-0.0294173718211015,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,0.0021904059434003,Cell motility,#da70d6,
PP_0065,trkA,74836.0,-0.0067836566923843,Inorganic ion transport and metabolism,#8b4513,
