,name,x,y,cog,color,link
meta,start,0.08024416568736925,,,,
PP_0001,parB,147.0,0.0111748578412231,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0093577884402789,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.0059053455026211,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0051158861642346,Function unknown,#0000ff,
PP_0012,recF,12222.0,0.0028843095650119,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0024152015435005,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0038176719084024,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0005301060825074,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0062755306535117,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.0111263177091963,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,0.0031921669536321,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,-0.0058400799730573,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.0053240482426892,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0009662401867328,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0001770881821019,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0048872439914721,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0002412489859816,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,0.0091245112494199,Transcription,#daa520,
PP_0030,czrSA,33564.0,0.000933692134695,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0035512723574811,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0021969769331238,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0002522809526795,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0062363917319997,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0021738129959398,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0012688192502221,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0023484366193332,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0095203173426974,No COG annotation,#00bfbf,
