,name,x,y,cog,color,link
meta,start,0.20488132032952555,,,,
PP_0001,parB,147.0,0.0696732513757459,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0179842052933644,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0337721671888722,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.0106058569621508,Function unknown,#0000ff,
PP_0012,recF,12222.0,0.0054958041533802,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0023617530667037,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,0.0005370990841488,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.0022514017400103,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.0025999735570833,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.00267070790815,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0003090636452957,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0039591077810857,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.0037703788411654,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,0.0214182451901363,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0045843473100383,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.000593856771949,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0029965975858806,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,0.0007523651726249,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0003638613166042,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.00136964371292,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0003768725820956,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,0.0024555054012238,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0135397901701504,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0040996942962504,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0030974997266304,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0039525116119895,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.017590088362016,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0053658617514,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0116805102474193,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,0.0008328484681381,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,0.0011625443506631,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0019369927318343,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0042278389196567,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,0.0075296997524701,Transcription,#daa520,
PP_0048,PP_0048,55019.0,0.0026563328857482,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.003222029518682,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,0.0126003470983378,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,0.0008617731731275,Transcription,#daa520,
PP_0052,PP_0052,60831.0,-0.0166028466211615,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0061338613683173,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,-0.0058542878876917,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,0.0015532463390016,Transcription,#daa520,
PP_0056,betA-I,64943.0,-0.0052617621344596,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,0.0010867398974569,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,-0.0001909935097051,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,0.0053712821791652,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,-0.0163805822088137,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,0.0114749762051065,Cell motility,#da70d6,
PP_0065,trkA,74836.0,-0.0223776266949055,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,0.0043816143569403,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,0.0037913139039312,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,-0.0120718290877949,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,-0.0021406332939772,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,0.0009107341141772,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,-0.0070368017880581,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,0.001417860459627,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,-0.000103279246778,Transcription,#daa520,
PP_0080,PP_0080,90447.0,0.0100389023797433,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,0.0060897705640836,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,-0.0395098240840202,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,-0.0083153766708894,Transcription,#daa520,
PP_0085,PP_0085,94597.0,0.010656829713659,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,-0.0084474815542838,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,0.0077084464315202,Function unknown,#0000ff,
