,name,x,y,cog,color,link
meta,start,0.18150488537097448,,,,
PP_0001,parB,147.0,0.0269003651133405,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0047627728228315,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0053278606012942,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0017960783178992,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0023040789387406,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0019328935787119,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0007116385871128,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.0044897411092348,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.0011115809863201,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0070271125946157,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,0.0005859649199987,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0007485710433715,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0016955287463681,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0121331777861591,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0047133382647836,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.0031163631867253,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0022723269522538,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0023181968996427,Transcription,#daa520,
PP_0030,czrSA,33564.0,0.0004382259583035,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.0016795636487794,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.0037754174067679,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0017446472155611,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0146783679684003,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.001192383204082,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0010394266877334,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0005651860203632,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,-0.0024358853910439,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0022019291311019,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,0.0094285832707191,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,0.0012575271676738,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0070180414507196,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0012256088393412,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,0.000844407662572,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,-0.0006795740374575,Transcription,#daa520,
PP_0048,PP_0048,55019.0,0.011307641647934,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0029066656157764,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,-0.0017909688871392,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.011329638801564,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.0099554134500162,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0053067255773288,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,0.006831562634399,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,-0.0110846967820147,Transcription,#daa520,
