,name,x,y,cog,color,link
meta,start,0.1640774894208637,,,,
PP_0001,parB,147.0,-0.064442870220382,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0219485849669562,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.006604299811132,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.001656163979476,Function unknown,#0000ff,
PP_0012,recF,12222.0,0.0025245243153101,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0056843008244078,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0004514018431523,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0009307043052578,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0180735962020223,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.0079691783861617,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,0.0052737050919979,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0126413045542914,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.0056556472918034,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,0.0037488938185445,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0031450379850879,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.001560470415939,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0027747652200738,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,0.004033613238904,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0002054698477501,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0062538454719194,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0024117240588278,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0054860263629902,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.000118096749879,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0009547543388944,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0004759816906526,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0033772659658572,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0222785977149607,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.001233432210306,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0050993247912837,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0028560975685431,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,0.0056164136841884,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0042514176832853,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0137092934673268,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,-0.0003686659456407,Transcription,#daa520,
PP_0048,PP_0048,55019.0,-0.002833232080705,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0063174374994221,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,0.0062367637509619,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0065217667316626,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.0082401281643743,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0027794309009686,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,0.0042337905470451,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,0.0025635536278727,Transcription,#daa520,
PP_0056,betA-I,64943.0,-0.0052300277601027,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,-0.0015310199487224,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,0.0198015540658859,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,-0.0080138157398004,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,0.0157139773482927,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,0.0206143533694145,Cell motility,#da70d6,
