,name,x,y,cog,color,link
meta,start,0.094874274267021,,,,
PP_0001,parB,147.0,0.010211403940713,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0038912549848178,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0032073988607089,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.0027051849218594,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0040093113870767,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.000316359268876,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.001970532716153,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-6.629540711926416e-05,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0001158644789649,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.0059816919980165,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,0.0040352336763675,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.010874514681927,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.0026544440140185,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,0.0123114897747182,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0009422621074388,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0007769539945195,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0030558469741406,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0049045092679386,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.000380363849064,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.001951821939608,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.001636942258596,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,0.0021442603528276,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0133227581843346,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0045719365823457,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0008601311721458,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0027055723584273,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0046349762594593,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.001874720209224,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0020965994131528,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,0.0010722101020707,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0050514085171546,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,0.0043387250343435,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0002172975637613,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,0.0016877974869729,Transcription,#daa520,
PP_0048,PP_0048,55019.0,-0.0008446951068507,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0014592012138291,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,0.0008596164414064,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.002020775637404,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.0024937085655039,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0015291152564091,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,-0.003502682314583,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,0.0047254916205916,Transcription,#daa520,
PP_0056,betA-I,64943.0,-0.0026708319515425,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,0.0014462086683819,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,0.0054419482153361,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,0.0087024760096361,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,-0.0050157453165331,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,0.005109154027538,Cell motility,#da70d6,
