,name,x,y,cog,color,link
meta,start,0.13134723925338115,,,,
PP_0001,parB,147.0,-0.0096768443009326,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0199721593105015,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.0133581640673634,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0033966800680111,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0079609476500859,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0025913148826152,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0046766951834242,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.0028448002759535,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.0045484496762276,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0039339440838214,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0046720244440999,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0424654386357941,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0032471235597733,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0096974123531425,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0040076336557202,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.0005281682804209,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0103605333845605,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0031585014701953,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0053442398786802,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.0023124280843192,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0045953260225984,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,0.0017812840895681,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0072626325440247,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0006722049431515,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0029525880736428,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0008155938716313,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0039518930450645,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.0019541901483814,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0039460886384011,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,0.0036586926558825,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,0.0011978139178885,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0015808292726048,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.009730094341013,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,0.0031886646100634,Transcription,#daa520,
PP_0048,PP_0048,55019.0,-0.0068138567612885,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,-0.0011085463946234,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,0.0039316814138637,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0111505890317056,Transcription,#daa520,
PP_0052,PP_0052,60831.0,-0.0032013467720785,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,-0.002503275849344,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,-0.006991984354436,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,-0.0084476667789639,Transcription,#daa520,
PP_0056,betA-I,64943.0,-0.0052296110270423,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,-0.0058238735301027,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,-0.0014244698775438,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,0.005474191905646,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,0.0265290999971306,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,-0.0094316026746373,Cell motility,#da70d6,
PP_0065,trkA,74836.0,0.0113710182255928,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,-0.0031702605213332,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,0.000336934503908,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,-0.0054118012183579,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,0.003920717000434,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,0.0018518262781018,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,-0.0026611272041658,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,-0.0020205276622831,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,0.0036697271330994,Transcription,#daa520,
PP_0080,PP_0080,90447.0,-0.001345558442673,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,-0.0102424720301596,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,-0.0206777789858722,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,-0.0149302675193726,Transcription,#daa520,
PP_0085,PP_0085,94597.0,-0.0038438259828667,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,-0.0095753458107883,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,-0.0194231330170283,Function unknown,#0000ff,
PP_0088,PP_0088,95680.0,0.0132939663992946,Energy production and conversion,#708090,
PP_0089,osmC,96837.0,0.0186007527031836,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0090,PP_0090,97275.0,0.0043314154484493,Function unknown,#0000ff,
PP_0091,PP_0091,97607.0,-0.0042253295605341,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076.0,0.0028814967680115,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575.0,0.0004379220487047,Function unknown,#0000ff,
PP_0094,PP_0094,99758.0,-0.0065054286923165,Function unknown,#0000ff,
PP_0095,yrdA,100530.0,0.0020097461071985,Function unknown,#0000ff,
PP_0096,prlC,101181.0,-0.0053366985967552,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842.0,0.0013992369331884,"Replication, recombination and repair",#00ff00,
PP_0101,PP_0101,106134.0,0.0050342598310022,Inorganic ion transport and metabolism,#8b4513,
PP_0103,PP_0103,108810.0,-0.0055725980882379,Energy production and conversion,#708090,
PP_0104,ctaD,109981.0,0.0006440927465911,Energy production and conversion,#708090,
PP_0105,PP_0105,111580.0,0.0034862098939196,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0106,PP_0106,112163.0,-0.0081001600497309,Energy production and conversion,#708090,
PP_0107,PP_0107,113337.0,-0.0024904224174251,Function unknown,#0000ff,
PP_0108,PP_0108,114043.0,0.0014326288594222,Function unknown,#0000ff,
PP_0109,PP_0109,114634.0,0.0178999189668801,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0110,PP_0110,115698.0,0.0006335980534663,Coenzyme transport and metabolism,#d3d3d3,
PP_0111,PP_0111,116588.0,0.0121098762671908,Function unknown,#0000ff,
PP_0112,metQ,117314.0,0.0059481838368883,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0113,metI,118149.0,0.0078763865391261,Inorganic ion transport and metabolism,#8b4513,
PP_0114,metN,118820.0,0.0083425989913245,Inorganic ion transport and metabolism,#8b4513,
PP_0115,katE,120055.0,-0.0024279131866691,Energy production and conversion,#708090,
PP_0116,PP_0116,122251.0,-0.0017767922988562,No COG annotation,#00bfbf,
PP_0117,znuB,123085.0,-0.0042892162637194,Inorganic ion transport and metabolism,#8b4513,
PP_0118,znuC,123860.0,-0.0076778413322422,Inorganic ion transport and metabolism,#8b4513,
PP_0119,PP_0119,124630.0,-0.0188265035559175,Transcription,#daa520,
PP_0120,PP_0120,125182.0,-0.0248995694441269,Inorganic ion transport and metabolism,#8b4513,
PP_0122,PP_0122,127160.0,-0.0121040863819112,Function unknown,#0000ff,
PP_0123,polA,127523.0,-0.0086985164081238,"Replication, recombination and repair",#00ff00,
PP_0125,PP_0125,131475.0,0.0025244028207731,Energy production and conversion,#708090,
PP_0126,cc,131809.0,0.012737669125455,Energy production and conversion,#708090,
PP_0127,dsbA,132578.0,0.0209422598037136,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0128,PP_0128,133223.0,0.0119102052890272,"Replication, recombination and repair",#00ff00,
PP_0129,PP_0129,134105.0,-0.0276785052020269,Signal transduction mechanisms,#000000,
PP_0130,amiD,136116.0,-0.007177251074015,Defense mechanisms,#90ee90,
PP_0131,PP_0131,137100.0,-0.0034868386907612,Signal transduction mechanisms,#000000,
PP_0132,kinB,138722.0,-0.0007276817025873,Signal transduction mechanisms,#000000,
PP_0133,algB,140500.0,-0.005908879664261,Signal transduction mechanisms,#000000,
PP_0134,PP_0134,142057.0,-0.0082456596638437,Function unknown,#0000ff,
PP_0135,PP_0135,143387.0,-0.0016083486583647,No COG annotation,#00bfbf,
