,name,x,y,cog,color,link
meta,start,0.1869000895035946,,,,
PP_0001,parB,147.0,0.0595575638343865,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0060335975924385,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0200919498074152,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0073494214172465,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0005527153958912,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0003996096467034,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,0.0005005928920894,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.000423953726047,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.003927868216917,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0003939939721543,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,0.0004926749170095,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0059934068233895,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0037515954759919,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0465980854122908,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0013916877258082,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0065495546094277,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0023036761470603,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0013946072954568,Transcription,#daa520,
PP_0030,czrSA,33564.0,0.008147948191631,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0002416668542491,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0033892413408609,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,0.0056546542306156,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0109755926313006,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0054646553732551,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.00567625028541,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.001451045645672,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,-0.0131145111678594,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0034633572044714,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0043516742446601,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0019971636059676,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0080559331482813,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,0.0053986732858446,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,0.005272706385596,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,0.0043528000834884,Transcription,#daa520,
PP_0048,PP_0048,55019.0,0.0068097289999311,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,-0.0016220104659921,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,0.0066554450257401,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0001587712697864,Transcription,#daa520,
PP_0052,PP_0052,60831.0,-0.0023066612103951,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0002314305289826,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,0.0034717473373734,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,0.0100480170609208,Transcription,#daa520,
PP_0056,betA-I,64943.0,0.0097749683612612,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,0.0014552084273604,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,-0.0032882476966796,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,0.0169005784713291,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,-0.0234021152973786,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,0.010097049958814,Cell motility,#da70d6,
PP_0065,trkA,74836.0,-0.0085860316670387,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,-0.0383562558942421,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,-0.0053154557295922,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,0.0083334584889907,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,0.0022517617867223,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,0.0002774482928946,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,-0.0025206134893227,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,4.000768945659688e-05,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,0.0032267404935464,Transcription,#daa520,
PP_0080,PP_0080,90447.0,0.0104775183248648,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,0.0019423387375774,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,0.018305078542618,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,-0.00471555414663,Transcription,#daa520,
PP_0085,PP_0085,94597.0,-0.0045135516933803,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,-0.0201210422380328,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,-0.0032039440626775,Function unknown,#0000ff,
PP_0088,PP_0088,95680.0,0.0044268523739111,Energy production and conversion,#708090,
PP_0089,osmC,96837.0,0.0217570929641156,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0090,PP_0090,97275.0,-0.0048495678823139,Function unknown,#0000ff,
PP_0091,PP_0091,97607.0,0.005821397657255,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076.0,0.0027205277793276,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575.0,0.002313597470994,Function unknown,#0000ff,
PP_0094,PP_0094,99758.0,0.0090565288085889,Function unknown,#0000ff,
PP_0095,yrdA,100530.0,0.0010635385641652,Function unknown,#0000ff,
PP_0096,prlC,101181.0,0.0003881570200462,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842.0,0.0099635946594915,"Replication, recombination and repair",#00ff00,
PP_0101,PP_0101,106134.0,0.0088683806185551,Inorganic ion transport and metabolism,#8b4513,
PP_0103,PP_0103,108810.0,-0.0066896605929807,Energy production and conversion,#708090,
PP_0104,ctaD,109981.0,0.003093747878037,Energy production and conversion,#708090,
PP_0105,PP_0105,111580.0,-0.0025015207989587,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0106,PP_0106,112163.0,0.0012935845740354,Energy production and conversion,#708090,
