,name,x,y,cog,color,link
meta,start,0.16749196372118869,,,,
PP_0001,parB,147.0,0.0009150119802715,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.0062733436611791,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.019173273979153,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0064319497376211,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0011208765097144,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0002608976841899,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,0.008197251472825,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0026262177232307,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.0034390223751392,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0121061493398621,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.006067777935026,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,-0.0627706678054941,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.004680775910309,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0271320086796852,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0008622869635427,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0042364844498535,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0031642537921337,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0005414257400195,Transcription,#daa520,
PP_0030,czrSA,33564.0,0.0017488733353516,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.0077738822365483,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.0036069539138927,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,0.0006827353208516,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0025484176439489,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0046526972931829,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0017493395260101,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0024826672462956,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0108384480277849,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0006348548051176,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0074468333465732,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0004290054646465,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,0.0142245631196979,Cell wall/membrane/envelope biogenesis,#c71585,
