,name,x,y,cog,color,link
meta,start,0.10526679519807094,,,,
PP_0001,parB,147.0,0.0021480790698691,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0007714531512707,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0029076090309734,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0155940006145576,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0006424036117855,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0069961353813724,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,0.0002165935319903,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0019781598264094,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0094480680684428,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.0044586496336106,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0034246853410021,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,-0.0048808494569095,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.0014050682924769,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0148872937715245,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0025532375351524,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.000978361366958,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0060588679034999,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0013400197981621,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0026621695199502,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.0047900821859812,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0041760079795615,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,0.003025321160469,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0075278118088123,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0049260879091793,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0007038152558894,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0101247077127796,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,-0.0065989993953748,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.0043489026060642,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0085758666594712,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0015641815941271,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0014009081169356,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,0.0001871092716185,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,0.0048806615161775,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,-0.0006663746583757,Transcription,#daa520,
PP_0048,PP_0048,55019.0,-0.0152476133378415,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,-0.0055577018339738,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,-0.0065414942171052,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0009913575978144,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.006444322662505,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,-0.0037750913897341,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,-0.0109299265733174,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,-0.0023657072972755,Transcription,#daa520,
PP_0056,betA-I,64943.0,0.000740532101881,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,-0.0039793232947036,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,0.0172908030185132,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,0.0041193599286114,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,0.0528902036249746,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,-0.0014778367407165,Cell motility,#da70d6,
PP_0065,trkA,74836.0,0.0210919730080574,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,0.0043414862779483,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,0.0019678211592992,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,-0.0054089362496295,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,0.0007146024501311,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,-0.0058714995409442,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,-0.0025777036260936,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,0.0005078497521908,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,0.002238148324509,Transcription,#daa520,
PP_0080,PP_0080,90447.0,-0.0027571876776828,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,-0.002648790805381,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,0.0922863302685973,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,0.0067910270388257,Transcription,#daa520,
PP_0085,PP_0085,94597.0,-0.0021714883144076,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,-0.0254374139002574,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,0.0085819106489539,Function unknown,#0000ff,
PP_0088,PP_0088,95680.0,-0.000837814700062,Energy production and conversion,#708090,
PP_0089,osmC,96837.0,0.0113900887416556,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0090,PP_0090,97275.0,-0.0107786431198739,Function unknown,#0000ff,
PP_0091,PP_0091,97607.0,-0.0043810494187907,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076.0,-0.0113632548815455,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575.0,-0.0029937010077541,Function unknown,#0000ff,
PP_0094,PP_0094,99758.0,-0.0119866933207489,Function unknown,#0000ff,
PP_0095,yrdA,100530.0,0.0055756187913961,Function unknown,#0000ff,
PP_0096,prlC,101181.0,0.0001175450803629,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842.0,-0.0055147651242196,"Replication, recombination and repair",#00ff00,
PP_0101,PP_0101,106134.0,0.010651325957964,Inorganic ion transport and metabolism,#8b4513,
PP_0103,PP_0103,108810.0,-0.005777766226237,Energy production and conversion,#708090,
PP_0104,ctaD,109981.0,-0.0066603063239717,Energy production and conversion,#708090,
PP_0105,PP_0105,111580.0,0.0120267123708147,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0106,PP_0106,112163.0,-0.0077002544488966,Energy production and conversion,#708090,
PP_0107,PP_0107,113337.0,-0.0033971465943591,Function unknown,#0000ff,
PP_0108,PP_0108,114043.0,-0.009295105018589,Function unknown,#0000ff,
PP_0109,PP_0109,114634.0,-0.0032930243263339,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0110,PP_0110,115698.0,-0.0041849823206756,Coenzyme transport and metabolism,#d3d3d3,
PP_0111,PP_0111,116588.0,0.0073837894579407,Function unknown,#0000ff,
PP_0112,metQ,117314.0,-0.0039249273263731,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0113,metI,118149.0,0.0072973268133765,Inorganic ion transport and metabolism,#8b4513,
PP_0114,metN,118820.0,0.0115462414846766,Inorganic ion transport and metabolism,#8b4513,
PP_0115,katE,120055.0,-0.0018299831201391,Energy production and conversion,#708090,
PP_0116,PP_0116,122251.0,-0.0062568475189628,No COG annotation,#00bfbf,
PP_0117,znuB,123085.0,0.0697451587939141,Inorganic ion transport and metabolism,#8b4513,
PP_0118,znuC,123860.0,0.0290020182010265,Inorganic ion transport and metabolism,#8b4513,
PP_0119,PP_0119,124630.0,0.0237323017546181,Transcription,#daa520,
PP_0120,PP_0120,125182.0,0.0580011350303256,Inorganic ion transport and metabolism,#8b4513,
PP_0122,PP_0122,127160.0,-0.0069323724842113,Function unknown,#0000ff,
PP_0123,polA,127523.0,-0.02073362697586,"Replication, recombination and repair",#00ff00,
PP_0125,PP_0125,131475.0,0.0107720786680332,Energy production and conversion,#708090,
PP_0126,cc,131809.0,0.012272175989518,Energy production and conversion,#708090,
PP_0127,dsbA,132578.0,-0.0289257324682075,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0128,PP_0128,133223.0,0.0039860484963252,"Replication, recombination and repair",#00ff00,
PP_0129,PP_0129,134105.0,0.0009427469478334,Signal transduction mechanisms,#000000,
PP_0130,amiD,136116.0,-0.0014915638354084,Defense mechanisms,#90ee90,
PP_0131,PP_0131,137100.0,0.0016287213663862,Signal transduction mechanisms,#000000,
PP_0132,kinB,138722.0,0.0033011938773497,Signal transduction mechanisms,#000000,
PP_0133,algB,140500.0,-0.0025083192955147,Signal transduction mechanisms,#000000,
PP_0134,PP_0134,142057.0,-0.0011251132933411,Function unknown,#0000ff,
PP_0135,PP_0135,143387.0,-0.0064903063043854,No COG annotation,#00bfbf,
PP_0136,PP_0136,143551.0,-0.0037793016916845,Function unknown,#0000ff,
PP_0137,gltP,144767.0,-0.0005984346392518,Energy production and conversion,#708090,
PP_0138,PP_0138,146243.0,-0.0027792319539209,Function unknown,#0000ff,
PP_0139,PP_0139,147454.0,0.0137329920164232,Function unknown,#0000ff,
PP_0140,PP_0140,148086.0,-0.0055120676924631,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0141,PP_0141,149028.0,-0.0011852595837532,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0142,PP_0142,149816.0,0.010267667060176,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0143,PP_0143,151081.0,-0.0024248814251699,Function unknown,#0000ff,
PP_0144,PP_0144,152200.0,-0.0051727421166412,Function unknown,#0000ff,
PP_0145,yjbB,153637.0,0.0207728696372314,Inorganic ion transport and metabolism,#8b4513,
PP_0146,ygdQ,155578.0,0.0025183611388639,Inorganic ion transport and metabolism,#8b4513,
PP_0147,citN,156418.0,0.0004611393491576,Energy production and conversion,#708090,
PP_0148,PP_0148,157990.0,0.0042438477417735,Function unknown,#0000ff,
PP_0149,PP_0149,158433.0,0.0019232436686433,Function unknown,#0000ff,
PP_0150,PP_0150,160385.0,0.0135847686525873,Function unknown,#0000ff,
PP_0151,PP_0151,160742.0,0.0071556640830672,Function unknown,#0000ff,
PP_0152,PP_0152,161125.0,0.0047143896021075,Function unknown,#0000ff,
PP_0153,PP_0153,161751.0,0.0036050320327646,Function unknown,#0000ff,
PP_0154,scpC,162340.0,-0.002712037422192,Energy production and conversion,#708090,
PP_0155,pntB,164020.0,-0.0002698021697227,Energy production and conversion,#708090,
PP_0156,pntAA,165785.0,-0.005732609389431,Energy production and conversion,#708090,
PP_0157,gcdR,167326.0,0.005418871479795,Transcription,#daa520,
PP_0158,gcdH,168404.0,0.0099259478174242,Energy production and conversion,#708090,
PP_0159,PP_0159,169599.0,0.0089496919696595,Energy production and conversion,#708090,
PP_0160,PP_0160,182076.0,-0.0050874572418069,Inorganic ion transport and metabolism,#8b4513,
PP_0161,PP_0161,184656.0,0.0077524483268083,Inorganic ion transport and metabolism,#8b4513,
PP_0162,PP_0162,185617.0,-0.0009104436163356,Transcription,#daa520,
PP_0163,PP_0163,186227.0,-0.0073092735801627,Transcription,#daa520,
PP_0164,PP_0164,187189.0,-0.0196309189799505,Function unknown,#0000ff,
PP_0165,PP_0165,187892.0,-0.0052375036792703,Signal transduction mechanisms,#000000,
PP_0166,PP_0166,189995.0,-0.0054798925796113,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0167,paxB,191361.0,-0.00777542143389,Defense mechanisms,#90ee90,
PP_0168,PP_0168,194495.0,-0.0035034412346536,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0169,PP_0169,221229.0,0.0013114787632443,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0170,PP_0170,222146.0,0.0023854227732265,Inorganic ion transport and metabolism,#8b4513,
PP_0171,PP_0171,223172.0,0.003816967499454,Inorganic ion transport and metabolism,#8b4513,
PP_0172,PP_0172,224050.0,0.0018722569350584,Inorganic ion transport and metabolism,#8b4513,
PP_0173,PP_0173,225031.0,0.0016694749594993,Transcription,#daa520,
PP_0174,PP_0174,225775.0,-0.0084111000059111,Function unknown,#0000ff,
PP_0176,PP_0176,227175.0,0.0070830141608093,Function unknown,#0000ff,
PP_0177,PP_0177,229259.0,-0.0008985247542677,Function unknown,#0000ff,
PP_0178,PP_0178,229468.0,-0.0016675313616705,Defense mechanisms,#90ee90,
PP_0179,PP_0179,230340.0,0.0002791417893719,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0180,PP_0180,231902.0,-0.0048804123732427,Inorganic ion transport and metabolism,#8b4513,
PP_0181,PP_0181,233875.0,-0.0323572263956132,Function unknown,#0000ff,
PP_0182,PP_0182,234190.0,0.0116973253614552,No COG annotation,#00bfbf,
PP_0183,PP_0183,234641.0,-0.0014540327148653,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0185,algR,237120.0,0.0069614407157962,Transcription,#daa520,
PP_0188,PP_0188,239706.0,0.0103963412868587,Coenzyme transport and metabolism,#d3d3d3,
PP_0189,PP_0189,240830.0,0.0003779141102114,Coenzyme transport and metabolism,#d3d3d3,
PP_0190,PP_0190,242291.0,-0.0056673606809519,Energy production and conversion,#708090,
PP_0191,algQ,243029.0,0.0111784553155032,Transcription,#daa520,
PP_0192,fkl,243508.0,-0.0020766414248298,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0194,algP,244325.0,-0.0268108843841682,Function unknown,#0000ff,
PP_0195,PP_0195,245293.0,-0.015510655667679,Function unknown,#0000ff,
PP_0196,yheS,245823.0,0.0010445388171069,Function unknown,#0000ff,
PP_0197,PP_0197,247733.0,0.0040026047234403,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0198,PP_0198,248420.0,-0.0041099929675476,Amino acid transport and metabolism,#ff0000,
PP_0199,qmcA,249101.0,-0.0060703445509986,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0200,nfeD,249856.0,-0.0038512100912555,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0201,PP_0201,251268.0,-0.0013426340625047,Function unknown,#0000ff,
PP_0202,PP_0202,252778.0,-0.0051867316681102,Signal transduction mechanisms,#000000,
PP_0203,PP_0203,253386.0,-0.002896544380294,Amino acid transport and metabolism,#ff0000,
PP_0204,PP_0204,255569.0,0.0211762157592664,Transcription,#daa520,
PP_0205,PP_0205,256315.0,-0.0031305295301393,Energy production and conversion,#708090,
PP_0206,PP_0206,258102.0,0.0112993949612956,Energy production and conversion,#708090,
PP_0207,PP_0207,258467.0,-0.0013667077484504,Inorganic ion transport and metabolism,#8b4513,
PP_0208,PP_0208,259889.0,-0.0040600980837833,Inorganic ion transport and metabolism,#8b4513,
PP_0209,tauB-I,260671.0,0.013822512030804,Inorganic ion transport and metabolism,#8b4513,
PP_0210,PP_0210,261519.0,0.0083875675253709,Energy production and conversion,#708090,
PP_0211,PP_0211,262484.0,-0.0220075445596725,Function unknown,#0000ff,
PP_0213,gabD-I,263250.0,-0.0180349627049776,Energy production and conversion,#708090,
PP_0214,gabT,264875.0,-0.0027664877369198,Amino acid transport and metabolism,#ff0000,
PP_0215,PP_0215,266291.0,-0.0041867819696323,Signal transduction mechanisms,#000000,
PP_0216,PP_0216,267641.0,-0.0053662247785136,Signal transduction mechanisms,#000000,
PP_0217,desA,268769.0,0.0039023144689065,Lipid transport and metabolism,#87cefa,
PP_0218,PP_0218,270100.0,0.0061150903592746,Signal transduction mechanisms,#000000,
PP_0219,metP,272024.0,0.0020196492206763,Inorganic ion transport and metabolism,#8b4513,
PP_0220,metNB,272658.0,0.0125439107157493,Inorganic ion transport and metabolism,#8b4513,
PP_0221,PP_0221,273769.0,-0.0063411070677938,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0222,PP_0222,274562.0,-0.0003916021597305,Energy production and conversion,#708090,
PP_0223,PP_0223,275947.0,-0.0041698252007257,Lipid transport and metabolism,#87cefa,
PP_0224,PP_0224,277264.0,0.0046419932475671,Lipid transport and metabolism,#87cefa,
PP_0225,sctC,278819.0,-0.003804443798864,Amino acid transport and metabolism,#ff0000,
PP_0226,sctS,279580.0,-0.0090704036577028,Inorganic ion transport and metabolism,#8b4513,
PP_0227,fliY,280245.0,0.0026141999688904,Amino acid transport and metabolism,#ff0000,
PP_0228,PP_0228,281348.0,-0.0042373061128316,Amino acid transport and metabolism,#ff0000,
PP_0229,betT-II,282550.0,0.0009884132900585,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0231,tauC,285498.0,0.0093840663843695,Inorganic ion transport and metabolism,#8b4513,
PP_0232,tauB-II,286334.0,0.0325752519237238,Inorganic ion transport and metabolism,#8b4513,
PP_0233,tauA,287136.0,-0.0029871575478171,Inorganic ion transport and metabolism,#8b4513,
PP_0234,oprE,288582.0,0.0024155122181991,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0235,PP_0235,290082.0,0.0023200783098172,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0236,ssuE,290940.0,-0.0031653621531309,Function unknown,#0000ff,
PP_0237,ssuA,291619.0,0.0028812777394631,Inorganic ion transport and metabolism,#8b4513,
PP_0238,ssuD,292644.0,3.8040316631404535e-05,Energy production and conversion,#708090,
PP_0239,ssuC,293803.0,-0.0030373607497594,Inorganic ion transport and metabolism,#8b4513,
PP_0240,ssuB,294597.0,-0.0049175846358782,Inorganic ion transport and metabolism,#8b4513,
PP_0241,PP_0241,295437.0,-0.0052036701374143,Coenzyme transport and metabolism,#d3d3d3,
PP_0242,PP_0242,295794.0,0.0109958532901419,Transcription,#daa520,
PP_0244,PP_0244,298157.0,-0.0092105031885063,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0245,yhgF,298540.0,0.0041047058231737,Transcription,#daa520,
PP_0246,ompR,301082.0,0.008144068028037,Transcription,#daa520,
PP_0247,envZ,301836.0,-0.0054356066651848,Signal transduction mechanisms,#000000,
PP_0248,rimK,303247.0,0.0168267126621367,Nucleotide transport and metabolism,#add8e6,
PP_0249,PP_0249,304149.0,-0.0084019308376194,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0250,hslR,304741.0,-0.0409601807199873,"Translation, ribosomal structure and biogenesis",#d2691e,
