,name,x,y,cog,color,link
meta,start,0.0882909865514393,,,,
PP_0001,parB,147.0,-0.0449202416153972,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0027660012122964,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.011479668597182,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.006005502880841,Function unknown,#0000ff,
PP_0012,recF,12222.0,0.0012931755873408,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0027726505780355,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,0.0010522148387227,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0002411504337959,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0047380403846271,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0003089992404177,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,0.0002538167791354,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0066823457690884,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0015959791063766,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0247871488663482,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0016581725104431,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0012272722237362,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0018320025788368,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,0.0021577405895634,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0005852010496756,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0004450495801185,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0028407923624628,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0038527211416803,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.009615556729568,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.003939732677899,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0010551471533215,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0012964596315744,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0051239761515598,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.000569058069189,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0035425606855903,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0007413443314115,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,0.0044376208655598,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.002779858113324,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0047292802770536,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,-0.0008839448027678,Transcription,#daa520,
PP_0048,PP_0048,55019.0,0.0097618499897592,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0013668391358538,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,-0.0054437354385959,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0010788294866675,Transcription,#daa520,
PP_0052,PP_0052,60831.0,-0.0043810832214779,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,-0.0032319455570562,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,-0.0010193771089641,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,0.0006957150959509,Transcription,#daa520,
PP_0056,betA-I,64943.0,-0.0042766864403301,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,-0.0034420662707982,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,0.0029704139903202,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,-0.0103067072401704,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,0.0192892701039979,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,-0.0135953568035234,Cell motility,#da70d6,
PP_0065,trkA,74836.0,-0.007070440088196,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,-0.0142073937869029,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,-0.007548770535498,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,0.0011517644386794,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,-0.0014844643045076,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,-0.0024000456724204,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,-0.0033206578341938,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,-0.002491387976656,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,-0.0018568894912818,Transcription,#daa520,
PP_0080,PP_0080,90447.0,-0.0033488252797102,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,0.0033001278543949,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,0.0059100862659914,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,-0.0035521703696198,Transcription,#daa520,
PP_0085,PP_0085,94597.0,-0.008038749352758,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,0.0150563611245447,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,-0.0142092996572171,Function unknown,#0000ff,
PP_0088,PP_0088,95680.0,0.000469833763288,Energy production and conversion,#708090,
PP_0089,osmC,96837.0,0.0013506321748985,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0090,PP_0090,97275.0,0.0047053606065658,Function unknown,#0000ff,
PP_0091,PP_0091,97607.0,-0.0009245210279929,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076.0,0.0055536367591882,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575.0,-0.0039736063814044,Function unknown,#0000ff,
PP_0094,PP_0094,99758.0,0.0054124107161749,Function unknown,#0000ff,
PP_0095,yrdA,100530.0,0.0019405265634253,Function unknown,#0000ff,
PP_0096,prlC,101181.0,-0.0047240399890247,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842.0,-0.0051471473740942,"Replication, recombination and repair",#00ff00,
PP_0101,PP_0101,106134.0,-0.0015886707632521,Inorganic ion transport and metabolism,#8b4513,
PP_0103,PP_0103,108810.0,-0.0042810826585255,Energy production and conversion,#708090,
PP_0104,ctaD,109981.0,-0.003486843201268,Energy production and conversion,#708090,
PP_0105,PP_0105,111580.0,0.0011470090337867,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0106,PP_0106,112163.0,0.000671540770222,Energy production and conversion,#708090,
PP_0107,PP_0107,113337.0,-0.0027181763462529,Function unknown,#0000ff,
PP_0108,PP_0108,114043.0,0.0015947133476504,Function unknown,#0000ff,
PP_0109,PP_0109,114634.0,-0.0052482156977949,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0110,PP_0110,115698.0,-0.002772139435291,Coenzyme transport and metabolism,#d3d3d3,
PP_0111,PP_0111,116588.0,-0.0008781436938704,Function unknown,#0000ff,
PP_0112,metQ,117314.0,-0.0003633859283629,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0113,metI,118149.0,0.0005308429387031,Inorganic ion transport and metabolism,#8b4513,
PP_0114,metN,118820.0,0.0048694784965872,Inorganic ion transport and metabolism,#8b4513,
PP_0115,katE,120055.0,-0.001303349579816,Energy production and conversion,#708090,
PP_0116,PP_0116,122251.0,0.006479264425522,No COG annotation,#00bfbf,
PP_0117,znuB,123085.0,0.0103481865850417,Inorganic ion transport and metabolism,#8b4513,
PP_0118,znuC,123860.0,0.0150185952196973,Inorganic ion transport and metabolism,#8b4513,
PP_0119,PP_0119,124630.0,-0.0025283986422319,Transcription,#daa520,
PP_0120,PP_0120,125182.0,0.0132670855406887,Inorganic ion transport and metabolism,#8b4513,
PP_0122,PP_0122,127160.0,-0.0106449947824905,Function unknown,#0000ff,
PP_0123,polA,127523.0,-0.0022317589378456,"Replication, recombination and repair",#00ff00,
PP_0125,PP_0125,131475.0,-0.0037502610492194,Energy production and conversion,#708090,
PP_0126,cc,131809.0,-0.0080432023904872,Energy production and conversion,#708090,
PP_0127,dsbA,132578.0,0.0151747473614645,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0128,PP_0128,133223.0,-0.0008857895074728,"Replication, recombination and repair",#00ff00,
PP_0129,PP_0129,134105.0,0.0019560036406288,Signal transduction mechanisms,#000000,
PP_0130,amiD,136116.0,-0.000223455572566,Defense mechanisms,#90ee90,
PP_0131,PP_0131,137100.0,0.0023195651881931,Signal transduction mechanisms,#000000,
PP_0132,kinB,138722.0,-0.0033616537570735,Signal transduction mechanisms,#000000,
PP_0133,algB,140500.0,-0.0012744380455906,Signal transduction mechanisms,#000000,
PP_0134,PP_0134,142057.0,0.0014018969551951,Function unknown,#0000ff,
PP_0135,PP_0135,143387.0,-0.0005713299979255,No COG annotation,#00bfbf,
PP_0136,PP_0136,143551.0,0.0002864673894736,Function unknown,#0000ff,
PP_0137,gltP,144767.0,-0.0045305157131294,Energy production and conversion,#708090,
PP_0138,PP_0138,146243.0,-0.014672636499046,Function unknown,#0000ff,
PP_0139,PP_0139,147454.0,-0.0041614722874005,Function unknown,#0000ff,
PP_0140,PP_0140,148086.0,0.0002968588823523,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0141,PP_0141,149028.0,-0.0004011885244925,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0142,PP_0142,149816.0,0.0007188828394125,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0143,PP_0143,151081.0,0.0027343288663546,Function unknown,#0000ff,
PP_0144,PP_0144,152200.0,-0.0036693530115548,Function unknown,#0000ff,
PP_0145,yjbB,153637.0,-0.0057607070677523,Inorganic ion transport and metabolism,#8b4513,
PP_0146,ygdQ,155578.0,-0.0057132342830672,Inorganic ion transport and metabolism,#8b4513,
PP_0147,citN,156418.0,-0.0031838281844735,Energy production and conversion,#708090,
PP_0148,PP_0148,157990.0,-0.0051627174712927,Function unknown,#0000ff,
PP_0149,PP_0149,158433.0,-0.0010204686032445,Function unknown,#0000ff,
PP_0150,PP_0150,160385.0,0.0073065784620245,Function unknown,#0000ff,
PP_0151,PP_0151,160742.0,-0.0119478554187061,Function unknown,#0000ff,
PP_0152,PP_0152,161125.0,-0.013468767404392,Function unknown,#0000ff,
PP_0153,PP_0153,161751.0,-0.0095488268113421,Function unknown,#0000ff,
PP_0154,scpC,162340.0,-0.0016080306356095,Energy production and conversion,#708090,
PP_0155,pntB,164020.0,0.0224086109466012,Energy production and conversion,#708090,
PP_0156,pntAA,165785.0,0.0204042557804604,Energy production and conversion,#708090,
PP_0157,gcdR,167326.0,-0.0079216917926628,Transcription,#daa520,
PP_0158,gcdH,168404.0,-0.0003101919301109,Energy production and conversion,#708090,
PP_0159,PP_0159,169599.0,0.0013974262474056,Energy production and conversion,#708090,
PP_0160,PP_0160,182076.0,-0.000399717492347,Inorganic ion transport and metabolism,#8b4513,
PP_0161,PP_0161,184656.0,-0.002110245638691,Inorganic ion transport and metabolism,#8b4513,
PP_0162,PP_0162,185617.0,0.0050997037679288,Transcription,#daa520,
PP_0163,PP_0163,186227.0,-0.0011884415837565,Transcription,#daa520,
PP_0164,PP_0164,187189.0,-0.0159518218131289,Function unknown,#0000ff,
PP_0165,PP_0165,187892.0,0.0059732695213489,Signal transduction mechanisms,#000000,
PP_0166,PP_0166,189995.0,0.0049130824847533,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0167,paxB,191361.0,0.0058076323632263,Defense mechanisms,#90ee90,
PP_0168,PP_0168,194495.0,0.0048673532027089,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0169,PP_0169,221229.0,-0.0012693525168092,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0170,PP_0170,222146.0,0.0014296450194099,Inorganic ion transport and metabolism,#8b4513,
PP_0171,PP_0171,223172.0,-0.0052854606186475,Inorganic ion transport and metabolism,#8b4513,
PP_0172,PP_0172,224050.0,-0.0020072436988157,Inorganic ion transport and metabolism,#8b4513,
PP_0173,PP_0173,225031.0,-0.0005272268341622,Transcription,#daa520,
PP_0174,PP_0174,225775.0,0.0042190035089619,Function unknown,#0000ff,
PP_0176,PP_0176,227175.0,0.0009861035437589,Function unknown,#0000ff,
PP_0177,PP_0177,229259.0,-0.0037183139559349,Function unknown,#0000ff,
PP_0178,PP_0178,229468.0,0.0035578214643583,Defense mechanisms,#90ee90,
PP_0179,PP_0179,230340.0,0.0069272404586692,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0180,PP_0180,231902.0,-0.0002648547027648,Inorganic ion transport and metabolism,#8b4513,
PP_0181,PP_0181,233875.0,-0.0006627260417653,Function unknown,#0000ff,
PP_0182,PP_0182,234190.0,0.0065750729302287,No COG annotation,#00bfbf,
PP_0183,PP_0183,234641.0,-0.0049970603300274,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0185,algR,237120.0,-0.0109549785339924,Transcription,#daa520,
PP_0188,PP_0188,239706.0,-0.0057941608594852,Coenzyme transport and metabolism,#d3d3d3,
PP_0189,PP_0189,240830.0,-0.0056626322815489,Coenzyme transport and metabolism,#d3d3d3,
PP_0190,PP_0190,242291.0,0.0090562018160124,Energy production and conversion,#708090,
PP_0191,algQ,243029.0,-0.0012905143033921,Transcription,#daa520,
PP_0192,fkl,243508.0,0.0006610240352529,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0194,algP,244325.0,0.0038216950612695,Function unknown,#0000ff,
PP_0195,PP_0195,245293.0,-0.0061622452979146,Function unknown,#0000ff,
PP_0196,yheS,245823.0,0.0080959734892769,Function unknown,#0000ff,
PP_0197,PP_0197,247733.0,-0.0014973972606572,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0198,PP_0198,248420.0,-0.003023477604503,Amino acid transport and metabolism,#ff0000,
PP_0199,qmcA,249101.0,-0.0010246406555853,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0200,nfeD,249856.0,0.000321630467337,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0201,PP_0201,251268.0,0.0034382462725403,Function unknown,#0000ff,
PP_0202,PP_0202,252778.0,-0.0041248659478862,Signal transduction mechanisms,#000000,
PP_0203,PP_0203,253386.0,-0.0002850495800942,Amino acid transport and metabolism,#ff0000,
PP_0204,PP_0204,255569.0,0.0030965608525664,Transcription,#daa520,
