,name,x,y,cog,color,link
meta,start,0.10099050069526486,,,,
PP_0001,parB,147.0,0.0388519540915217,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0104726075770803,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0266642299936264,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0219797348991105,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.009992929468952,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0036727000714365,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.001226535859745,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,1.158130181892941e-05,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0045832762566496,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0037708555597206,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0075331089556634,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,-0.0500303965572189,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0073462363226465,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0155894231933944,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0044983564318278,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.002326488586309,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0098278351815601,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0001308335738212,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0010417430620736,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0054372128343043,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0021392382725345,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0024205383169526,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0060123004225549,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0021060007265482,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0048177752406412,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0041210701471684,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,-0.0133164125080271,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0001389576306881,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,0.0047720851470713,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0021615809314402,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0026954815400827,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,0.0018606830152453,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0011571046346149,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,0.008986655013448,Transcription,#daa520,
PP_0048,PP_0048,55019.0,-0.0114772068559845,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0003383001907272,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,-0.0030035081314758,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,0.0043630428838286,Transcription,#daa520,
PP_0052,PP_0052,60831.0,-0.0126562332116777,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0001663276088977,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,-0.0065486002975869,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,0.0006948425663291,Transcription,#daa520,
PP_0056,betA-I,64943.0,-0.0055889964719273,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,0.003211929404545,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,0.0040204789395785,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,-0.0012376470692288,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,-0.0009115558783307,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,-0.009245767956674,Cell motility,#da70d6,
PP_0065,trkA,74836.0,-0.0040252175169016,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,-0.0131138564564934,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,-0.0033053371222976,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,0.001844025466418,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,0.0029556269148647,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,-0.0024398138799177,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,-0.0022889705603937,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,0.0034704631877478,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,0.0077476027793838,Transcription,#daa520,
PP_0080,PP_0080,90447.0,-0.0138714463494843,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,0.0066568984254267,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,-0.0566369266699332,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,0.0003520797039071,Transcription,#daa520,
PP_0085,PP_0085,94597.0,-0.0009960117514703,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,-0.0267504987147176,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,0.0188322392155852,Function unknown,#0000ff,
PP_0088,PP_0088,95680.0,-0.0066125969357527,Energy production and conversion,#708090,
PP_0089,osmC,96837.0,0.0065368688625379,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0090,PP_0090,97275.0,-0.0022986629348122,Function unknown,#0000ff,
PP_0091,PP_0091,97607.0,-0.0027770144833362,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076.0,0.0061222950590961,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575.0,0.0034292517547576,Function unknown,#0000ff,
PP_0094,PP_0094,99758.0,0.0069494309924765,Function unknown,#0000ff,
PP_0095,yrdA,100530.0,-0.0055605686435731,Function unknown,#0000ff,
PP_0096,prlC,101181.0,-0.0028228223407374,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842.0,0.0050965860948238,"Replication, recombination and repair",#00ff00,
PP_0101,PP_0101,106134.0,-0.000958321725567,Inorganic ion transport and metabolism,#8b4513,
PP_0103,PP_0103,108810.0,-0.0032246799656688,Energy production and conversion,#708090,
PP_0104,ctaD,109981.0,-0.0009573612773791,Energy production and conversion,#708090,
PP_0105,PP_0105,111580.0,0.0095052321777131,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0106,PP_0106,112163.0,0.0002370382204814,Energy production and conversion,#708090,
PP_0107,PP_0107,113337.0,0.0010297419285888,Function unknown,#0000ff,
PP_0108,PP_0108,114043.0,0.0027918546399679,Function unknown,#0000ff,
PP_0109,PP_0109,114634.0,0.0004730535737522,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0110,PP_0110,115698.0,-0.0027059663742097,Coenzyme transport and metabolism,#d3d3d3,
PP_0111,PP_0111,116588.0,-0.0014049545479019,Function unknown,#0000ff,
PP_0112,metQ,117314.0,-0.0053921771700901,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0113,metI,118149.0,-0.0176657238270207,Inorganic ion transport and metabolism,#8b4513,
PP_0114,metN,118820.0,-0.0089492809512689,Inorganic ion transport and metabolism,#8b4513,
PP_0115,katE,120055.0,0.0006711625188,Energy production and conversion,#708090,
PP_0116,PP_0116,122251.0,-0.004413384913669,No COG annotation,#00bfbf,
PP_0117,znuB,123085.0,-0.0136549345793977,Inorganic ion transport and metabolism,#8b4513,
PP_0118,znuC,123860.0,-0.0048955479606287,Inorganic ion transport and metabolism,#8b4513,
PP_0119,PP_0119,124630.0,-0.0101392980727678,Transcription,#daa520,
PP_0120,PP_0120,125182.0,0.0032152174270613,Inorganic ion transport and metabolism,#8b4513,
PP_0122,PP_0122,127160.0,-0.000277119261071,Function unknown,#0000ff,
PP_0123,polA,127523.0,-0.0159290474367638,"Replication, recombination and repair",#00ff00,
PP_0125,PP_0125,131475.0,-0.008336211237846,Energy production and conversion,#708090,
PP_0126,cc,131809.0,-0.0271486881000549,Energy production and conversion,#708090,
PP_0127,dsbA,132578.0,0.0037473219143491,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0128,PP_0128,133223.0,0.0049603927418254,"Replication, recombination and repair",#00ff00,
PP_0129,PP_0129,134105.0,0.0017442824925713,Signal transduction mechanisms,#000000,
PP_0130,amiD,136116.0,0.006493279475352,Defense mechanisms,#90ee90,
PP_0131,PP_0131,137100.0,-0.0019827161596636,Signal transduction mechanisms,#000000,
PP_0132,kinB,138722.0,-0.0044857083677662,Signal transduction mechanisms,#000000,
PP_0133,algB,140500.0,-0.0032520749338615,Signal transduction mechanisms,#000000,
PP_0134,PP_0134,142057.0,0.0031644100471191,Function unknown,#0000ff,
PP_0135,PP_0135,143387.0,-0.0106218136234079,No COG annotation,#00bfbf,
PP_0136,PP_0136,143551.0,-0.0067029934625738,Function unknown,#0000ff,
PP_0137,gltP,144767.0,0.0028922193443149,Energy production and conversion,#708090,
PP_0138,PP_0138,146243.0,-0.0176997065111504,Function unknown,#0000ff,
PP_0139,PP_0139,147454.0,0.0072253934877184,Function unknown,#0000ff,
PP_0140,PP_0140,148086.0,-0.0051662861831462,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0141,PP_0141,149028.0,0.006940492895963,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0142,PP_0142,149816.0,-0.0088962707243287,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0143,PP_0143,151081.0,-0.0047280501784008,Function unknown,#0000ff,
PP_0144,PP_0144,152200.0,0.002945648136431,Function unknown,#0000ff,
PP_0145,yjbB,153637.0,0.0064214201224933,Inorganic ion transport and metabolism,#8b4513,
PP_0146,ygdQ,155578.0,-0.0004113988516734,Inorganic ion transport and metabolism,#8b4513,
PP_0147,citN,156418.0,-0.0014343546197741,Energy production and conversion,#708090,
PP_0148,PP_0148,157990.0,0.0044090172272433,Function unknown,#0000ff,
PP_0149,PP_0149,158433.0,0.001103595596766,Function unknown,#0000ff,
PP_0150,PP_0150,160385.0,0.0129139728572989,Function unknown,#0000ff,
PP_0151,PP_0151,160742.0,0.0171266035897988,Function unknown,#0000ff,
PP_0152,PP_0152,161125.0,0.03450706258061,Function unknown,#0000ff,
PP_0153,PP_0153,161751.0,-0.0037765866077357,Function unknown,#0000ff,
PP_0154,scpC,162340.0,0.0065623059534996,Energy production and conversion,#708090,
PP_0155,pntB,164020.0,0.0004193743712886,Energy production and conversion,#708090,
PP_0156,pntAA,165785.0,0.0005271014200852,Energy production and conversion,#708090,
PP_0157,gcdR,167326.0,0.0050635768872921,Transcription,#daa520,
PP_0158,gcdH,168404.0,0.0039673972401946,Energy production and conversion,#708090,
PP_0159,PP_0159,169599.0,-0.002290088246505,Energy production and conversion,#708090,
PP_0160,PP_0160,182076.0,0.0029421101260026,Inorganic ion transport and metabolism,#8b4513,
PP_0161,PP_0161,184656.0,-0.0057885150251132,Inorganic ion transport and metabolism,#8b4513,
PP_0162,PP_0162,185617.0,-0.0013474883640289,Transcription,#daa520,
PP_0163,PP_0163,186227.0,0.006976464834615,Transcription,#daa520,
PP_0164,PP_0164,187189.0,0.0360941210534779,Function unknown,#0000ff,
PP_0165,PP_0165,187892.0,0.0010335373617039,Signal transduction mechanisms,#000000,
PP_0166,PP_0166,189995.0,0.0063193021460462,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0167,paxB,191361.0,0.0005855827603667,Defense mechanisms,#90ee90,
PP_0168,PP_0168,194495.0,-0.0005787073042962,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0169,PP_0169,221229.0,0.0010956661797195,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0170,PP_0170,222146.0,0.0034453846232779,Inorganic ion transport and metabolism,#8b4513,
PP_0171,PP_0171,223172.0,0.0013088385266257,Inorganic ion transport and metabolism,#8b4513,
PP_0172,PP_0172,224050.0,0.0037828618348335,Inorganic ion transport and metabolism,#8b4513,
PP_0173,PP_0173,225031.0,-0.0011770269161106,Transcription,#daa520,
PP_0174,PP_0174,225775.0,0.0010787377288192,Function unknown,#0000ff,
PP_0176,PP_0176,227175.0,0.0020272929399396,Function unknown,#0000ff,
PP_0177,PP_0177,229259.0,-0.0063328807509562,Function unknown,#0000ff,
PP_0178,PP_0178,229468.0,-0.0050254252318223,Defense mechanisms,#90ee90,
PP_0179,PP_0179,230340.0,0.0003588900259561,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0180,PP_0180,231902.0,-0.0026716428390233,Inorganic ion transport and metabolism,#8b4513,
PP_0181,PP_0181,233875.0,-0.005118928177036,Function unknown,#0000ff,
