,name,x,y,cog,color,link
meta,start,0.09791970768371736,,,,
PP_0001,parB,147.0,0.0215589127201053,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,0.007933666933908,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.0241066486241952,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.0057238767939783,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.001668932392858,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0027877782360641,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0003116121396568,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.0023365821126734,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0046553729586971,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.0039870267407722,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,0.0025815695938142,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0062374907151519,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.0028145912007663,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,0.0075864954356331,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0022491974401122,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.0075837676200371,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0037423778519891,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.002183971986576,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0042858537404961,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.0010067412266354,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.0012827046147228,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0060174386931837,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0015698658018878,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0017453558456087,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0018361367236561,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0033985636637144,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0107111323132976,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0002000446881049,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,0.0015449231797366,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,0.001097503933844,Inorganic ion transport and metabolism,#8b4513,
