,name,x,y,cog,color,link
meta,start,0.34351122582522864,,,,
PP_0001,parB,147.0,-0.046119465619771,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0027996279950702,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.0069691783318957,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.0037587483131126,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.004569714875851,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,-0.0005666534994426,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0008014788090581,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.002233737550612,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.0141317798293381,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.0046777135553752,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0011245230168434,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,-3.136435796384644e-05,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0071143160337892,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,0.0240942680671571,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0053573125051191,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0020512131754623,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0021934035007389,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.00454864441366,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.002248984361016,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,9.61430383296607e-05,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.0024455224971622,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0014750827981243,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0117047961515798,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0019311207091973,Transcription,#daa520,
PP_0037,oprP,40469.0,-0.0015053456897142,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0001529938389805,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0167440019779453,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,-0.0048833474883564,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,0.0100854196676169,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,-0.0035195826966782,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0051646043037616,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0028442137931314,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,0.0036262427092495,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,-0.0001911666452688,Transcription,#daa520,
PP_0048,PP_0048,55019.0,-0.0090588363776688,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,-0.0042250857504869,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,0.0002967360989287,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0039997609533562,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.0016438211778025,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0059422987470152,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,-0.0022109576558605,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,-0.0060003749490108,Transcription,#daa520,
PP_0056,betA-I,64943.0,-0.0112416111814412,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,-0.0030689477947645,Amino acid transport and metabolism,#ff0000,
