,name,x,y,cog,color,link
meta,start,0.10975624135865006,,,,
PP_0001,parB,147.0,-0.009440952591724,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0096759462680865,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0260494170655795,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0164703427668714,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.0010457453941055,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0041701666631227,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,0.0053578960906809,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.0078338083457287,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,0.009067279300829,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0065907865176342,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0068798096347025,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0111499675533956,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0047578675021203,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,0.0043751085999122,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,-0.0035750505429634,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0034029878403555,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0081027378927723,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,-0.0004731101088146,Transcription,#daa520,
PP_0030,czrSA,33564.0,-0.0051501388341318,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0109386004762756,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,-0.0025141456151037,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0108754030711285,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0036822454399975,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0029067887527848,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0034071098751276,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,0.0040672684984564,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,0.0031564756346556,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0049683470364791,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0045916938954856,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,0.0018090344601133,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,0.0061783987337388,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0005429654748231,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0012798406471887,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,-0.0039868883046957,Transcription,#daa520,
PP_0048,PP_0048,55019.0,0.0155453181006885,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0028075415867447,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,-0.0027760021483154,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0047035144488234,Transcription,#daa520,
PP_0052,PP_0052,60831.0,-0.0124257757280281,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,0.0010727208331268,Function unknown,#0000ff,
