,name,x,y,cog,color,link
meta,start,0.10104592121006756,,,,
PP_0001,parB,147.0,0.014752218912654,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0043859282430975,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,0.0273279249382448,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,-0.0020977435544775,Function unknown,#0000ff,
PP_0012,recF,12222.0,-0.004949442471174,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0017270484311578,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.000974037041642,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,-0.0014971264063277,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0006438789277903,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,0.0012698692923141,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,-0.0021965758969782,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.007933024739416,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,-0.0028470023688155,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,-0.0056839397766764,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0011646517789427,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,0.000555645710236,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,0.0082869641520471,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,1.4448159566738648e-05,Transcription,#daa520,
PP_0030,czrSA,33564.0,0.000433019002962,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,-0.0012409881129107,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.0033855134218629,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,-0.0052819803372767,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,-0.0145471113250104,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,-0.0011901143778649,Transcription,#daa520,
PP_0037,oprP,40469.0,0.0005551420524272,Inorganic ion transport and metabolism,#8b4513,
PP_0039,PP_0039,42057.0,-0.0024254583068677,No COG annotation,#00bfbf,
PP_0040,PP_0040,43210.0,-0.0020299856664865,No COG annotation,#00bfbf,
PP_0041,cadA-I,43527.0,0.0003713764210544,Inorganic ion transport and metabolism,#8b4513,
PP_0042,PP_0042,45727.0,-0.0032099558974646,Function unknown,#0000ff,
PP_0043,czcA-I,46213.0,0.0001516297816996,Inorganic ion transport and metabolism,#8b4513,
PP_0044,czcB-I,49399.0,-0.0007524740739869,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0045,czcC-I,50718.0,-0.0020644765753505,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0046,opdT-I,52394.0,-0.0018169078413218,Function unknown,#0000ff,
PP_0047,czcR-II,54227.0,0.0017940069641125,Transcription,#daa520,
PP_0048,PP_0048,55019.0,0.0164252920630497,No COG annotation,#00bfbf,
PP_0049,PP_0049,56161.0,0.0007407030167356,No COG annotation,#00bfbf,
PP_0050,PP_0050,58777.0,-0.0029408804105376,Function unknown,#0000ff,
PP_0051,PP_0051,59316.0,-0.0087424473234525,Transcription,#daa520,
PP_0052,PP_0052,60831.0,0.0029944585887228,Function unknown,#0000ff,
PP_0053,PP_0053,61756.0,-0.0045405508450457,Function unknown,#0000ff,
PP_0054,PP_0054,62982.0,0.0009787795628183,Function unknown,#0000ff,
PP_0055,PP_0055,63828.0,-0.0017979480751077,Transcription,#daa520,
PP_0056,betA-I,64943.0,0.0026613921300413,Amino acid transport and metabolism,#ff0000,
PP_0057,PP_0057,66693.0,-0.0008875680357397,Amino acid transport and metabolism,#ff0000,
PP_0058,PP_0058,68487.0,-0.010334404352134,Lipid transport and metabolism,#87cefa,
PP_0062,tag,72932.0,-0.0187041189353652,"Replication, recombination and repair",#00ff00,
PP_0063,PP_0063,73525.0,0.0335577136223331,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0064,PP_0064,74510.0,0.0073484918560556,Cell motility,#da70d6,
PP_0065,trkA,74836.0,-0.0096864202625664,Inorganic ion transport and metabolism,#8b4513,
PP_0066,rsmB,76233.0,-0.0063225425892407,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0069,PP_0069,79246.0,-0.0144704343716304,"Replication, recombination and repair",#00ff00,
PP_0071,PP_0071,81691.0,-0.0090995145868526,No COG annotation,#00bfbf,
PP_0072,qor-I,82151.0,0.0020863835897094,Energy production and conversion,#708090,
PP_0075,PP_0075,85152.0,-3.764938802717525e-05,Inorganic ion transport and metabolism,#8b4513,
PP_0076,PP_0076,86862.0,-0.0031099741857806,Amino acid transport and metabolism,#ff0000,
PP_0077,betC,87800.0,0.0001842250143465,Inorganic ion transport and metabolism,#8b4513,
PP_0079,PP_0079,89426.0,0.0061083381523187,Transcription,#daa520,
PP_0080,PP_0080,90447.0,-0.0197363385807062,Function unknown,#0000ff,
PP_0081,PP_0081,91078.0,-0.002088174896984,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0083,trpB,92376.0,-0.0092679277811414,Amino acid transport and metabolism,#ff0000,
PP_0084,trpI,93704.0,-0.0012239409427189,Transcription,#daa520,
PP_0085,PP_0085,94597.0,0.007486091237568,Function unknown,#0000ff,
PP_0086,PP_0086,95071.0,0.0064965996449119,Function unknown,#0000ff,
PP_0087,PP_0087,95345.0,-0.0173760842609883,Function unknown,#0000ff,
PP_0088,PP_0088,95680.0,-0.0006088302317528,Energy production and conversion,#708090,
PP_0089,osmC,96837.0,0.0033968653183586,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0090,PP_0090,97275.0,-0.0091627113083475,Function unknown,#0000ff,
PP_0091,PP_0091,97607.0,-0.0021057515901783,No COG annotation,#00bfbf,
PP_0092,PP_0092,98076.0,0.0042184558002777,No COG annotation,#00bfbf,
PP_0093,PP_0093,98575.0,0.0050094891304781,Function unknown,#0000ff,
PP_0094,PP_0094,99758.0,0.0030545388855091,Function unknown,#0000ff,
PP_0095,yrdA,100530.0,0.0079601200851176,Function unknown,#0000ff,
PP_0096,prlC,101181.0,0.0013632466249129,Amino acid transport and metabolism,#ff0000,
PP_0099,PP_0099,103842.0,-0.0017490273433884,"Replication, recombination and repair",#00ff00,
PP_0101,PP_0101,106134.0,-0.0005064381028347,Inorganic ion transport and metabolism,#8b4513,
PP_0103,PP_0103,108810.0,-0.0020635926518671,Energy production and conversion,#708090,
PP_0104,ctaD,109981.0,-0.0020288610994544,Energy production and conversion,#708090,
PP_0105,PP_0105,111580.0,-0.011673566613987,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0106,PP_0106,112163.0,1.7527507860469892e-05,Energy production and conversion,#708090,
PP_0107,PP_0107,113337.0,-0.0028885953662426,Function unknown,#0000ff,
PP_0108,PP_0108,114043.0,-0.0087282106339008,Function unknown,#0000ff,
PP_0109,PP_0109,114634.0,0.0039001173042896,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0110,PP_0110,115698.0,0.0005324239206753,Coenzyme transport and metabolism,#d3d3d3,
PP_0111,PP_0111,116588.0,0.0027556282803175,Function unknown,#0000ff,
PP_0112,metQ,117314.0,-0.0056710265641095,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0113,metI,118149.0,0.0026065721543056,Inorganic ion transport and metabolism,#8b4513,
PP_0114,metN,118820.0,-0.0018737188473994,Inorganic ion transport and metabolism,#8b4513,
PP_0115,katE,120055.0,0.0057995297946058,Energy production and conversion,#708090,
PP_0116,PP_0116,122251.0,-0.0052455392123512,No COG annotation,#00bfbf,
PP_0117,znuB,123085.0,0.0020478515819769,Inorganic ion transport and metabolism,#8b4513,
PP_0118,znuC,123860.0,-0.0095154437224889,Inorganic ion transport and metabolism,#8b4513,
PP_0119,PP_0119,124630.0,-0.0113433439307724,Transcription,#daa520,
PP_0120,PP_0120,125182.0,-0.0081544534139799,Inorganic ion transport and metabolism,#8b4513,
PP_0122,PP_0122,127160.0,-0.024089606582197,Function unknown,#0000ff,
PP_0123,polA,127523.0,-0.022555581514746,"Replication, recombination and repair",#00ff00,
PP_0125,PP_0125,131475.0,-0.0097784875671681,Energy production and conversion,#708090,
PP_0126,cc,131809.0,0.0024707404840539,Energy production and conversion,#708090,
PP_0127,dsbA,132578.0,-0.0025059143331182,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0128,PP_0128,133223.0,0.0014920428693776,"Replication, recombination and repair",#00ff00,
PP_0129,PP_0129,134105.0,0.0070091102206157,Signal transduction mechanisms,#000000,
PP_0130,amiD,136116.0,-0.0061479198432224,Defense mechanisms,#90ee90,
PP_0131,PP_0131,137100.0,0.003037957520594,Signal transduction mechanisms,#000000,
PP_0132,kinB,138722.0,-0.0114992023090526,Signal transduction mechanisms,#000000,
PP_0133,algB,140500.0,0.0012481623436041,Signal transduction mechanisms,#000000,
PP_0134,PP_0134,142057.0,0.0007486630919914,Function unknown,#0000ff,
PP_0135,PP_0135,143387.0,-0.0100177681121711,No COG annotation,#00bfbf,
PP_0136,PP_0136,143551.0,-0.0021836312399167,Function unknown,#0000ff,
PP_0137,gltP,144767.0,-0.0104845474570175,Energy production and conversion,#708090,
PP_0138,PP_0138,146243.0,-0.0169940791502811,Function unknown,#0000ff,
PP_0139,PP_0139,147454.0,-0.0132069210413612,Function unknown,#0000ff,
PP_0140,PP_0140,148086.0,0.0063558181970723,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0141,PP_0141,149028.0,0.0036471868360368,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0142,PP_0142,149816.0,0.0027774635830459,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0143,PP_0143,151081.0,-0.0023548290123399,Function unknown,#0000ff,
PP_0144,PP_0144,152200.0,0.0012528058587388,Function unknown,#0000ff,
PP_0145,yjbB,153637.0,0.0063157838676579,Inorganic ion transport and metabolism,#8b4513,
PP_0146,ygdQ,155578.0,-0.0004354245964317,Inorganic ion transport and metabolism,#8b4513,
PP_0147,citN,156418.0,0.0024824924661785,Energy production and conversion,#708090,
PP_0148,PP_0148,157990.0,-0.0022226902866501,Function unknown,#0000ff,
PP_0149,PP_0149,158433.0,0.0009481344294214,Function unknown,#0000ff,
PP_0150,PP_0150,160385.0,0.0028277579721641,Function unknown,#0000ff,
PP_0151,PP_0151,160742.0,-0.0078174268146453,Function unknown,#0000ff,
PP_0152,PP_0152,161125.0,0.0065948165906815,Function unknown,#0000ff,
PP_0153,PP_0153,161751.0,0.0018874759972865,Function unknown,#0000ff,
PP_0154,scpC,162340.0,-0.0011262688316606,Energy production and conversion,#708090,
PP_0155,pntB,164020.0,-0.0041694994888852,Energy production and conversion,#708090,
PP_0156,pntAA,165785.0,-0.0007374942982336,Energy production and conversion,#708090,
PP_0157,gcdR,167326.0,-0.0034551372233854,Transcription,#daa520,
PP_0158,gcdH,168404.0,0.0006066496584918,Energy production and conversion,#708090,
PP_0159,PP_0159,169599.0,-0.0018837147507675,Energy production and conversion,#708090,
PP_0160,PP_0160,182076.0,-0.0021896212831692,Inorganic ion transport and metabolism,#8b4513,
PP_0161,PP_0161,184656.0,0.0031520886112303,Inorganic ion transport and metabolism,#8b4513,
PP_0162,PP_0162,185617.0,0.0059366245802306,Transcription,#daa520,
PP_0163,PP_0163,186227.0,0.004344477744835,Transcription,#daa520,
PP_0164,PP_0164,187189.0,0.0265449791025481,Function unknown,#0000ff,
PP_0165,PP_0165,187892.0,0.015058995180318,Signal transduction mechanisms,#000000,
PP_0166,PP_0166,189995.0,0.0130791425796145,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0167,paxB,191361.0,0.011417480533407,Defense mechanisms,#90ee90,
PP_0168,PP_0168,194495.0,0.0145979975331453,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0169,PP_0169,221229.0,0.0001809576541365,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0170,PP_0170,222146.0,0.0010033595585516,Inorganic ion transport and metabolism,#8b4513,
PP_0171,PP_0171,223172.0,0.0017156021972822,Inorganic ion transport and metabolism,#8b4513,
PP_0172,PP_0172,224050.0,0.001015050921777,Inorganic ion transport and metabolism,#8b4513,
PP_0173,PP_0173,225031.0,-0.006051756070797,Transcription,#daa520,
PP_0174,PP_0174,225775.0,-0.009110666353377,Function unknown,#0000ff,
PP_0176,PP_0176,227175.0,0.0005489666233409,Function unknown,#0000ff,
PP_0177,PP_0177,229259.0,-0.0028591866401265,Function unknown,#0000ff,
PP_0178,PP_0178,229468.0,0.0107686147884025,Defense mechanisms,#90ee90,
PP_0179,PP_0179,230340.0,0.0006362443107302,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0180,PP_0180,231902.0,-0.0031626227420047,Inorganic ion transport and metabolism,#8b4513,
PP_0181,PP_0181,233875.0,-0.0099354991083278,Function unknown,#0000ff,
PP_0182,PP_0182,234190.0,-0.0112506550741263,No COG annotation,#00bfbf,
PP_0183,PP_0183,234641.0,0.0015059041544131,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0185,algR,237120.0,-0.000605815127385,Transcription,#daa520,
PP_0188,PP_0188,239706.0,8.445123906898398e-05,Coenzyme transport and metabolism,#d3d3d3,
PP_0189,PP_0189,240830.0,0.012200462840849,Coenzyme transport and metabolism,#d3d3d3,
PP_0190,PP_0190,242291.0,0.0098765982159728,Energy production and conversion,#708090,
PP_0191,algQ,243029.0,0.0291523761727726,Transcription,#daa520,
PP_0192,fkl,243508.0,0.0009834403597703,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0194,algP,244325.0,-0.0002944103883558,Function unknown,#0000ff,
PP_0195,PP_0195,245293.0,0.002238239010644,Function unknown,#0000ff,
PP_0196,yheS,245823.0,0.0051615977139792,Function unknown,#0000ff,
PP_0197,PP_0197,247733.0,0.0097617020690908,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0198,PP_0198,248420.0,-0.0047198168597238,Amino acid transport and metabolism,#ff0000,
PP_0199,qmcA,249101.0,-0.0069312970123091,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0200,nfeD,249856.0,0.0040548365589643,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0201,PP_0201,251268.0,0.0038081463603044,Function unknown,#0000ff,
PP_0202,PP_0202,252778.0,0.00870748655431,Signal transduction mechanisms,#000000,
PP_0203,PP_0203,253386.0,0.0073805972488801,Amino acid transport and metabolism,#ff0000,
PP_0204,PP_0204,255569.0,0.0086330830912274,Transcription,#daa520,
PP_0205,PP_0205,256315.0,0.0026190347305246,Energy production and conversion,#708090,
PP_0206,PP_0206,258102.0,-0.0048365571230575,Energy production and conversion,#708090,
PP_0207,PP_0207,258467.0,-0.0040118356895541,Inorganic ion transport and metabolism,#8b4513,
PP_0208,PP_0208,259889.0,0.0018820377044594,Inorganic ion transport and metabolism,#8b4513,
PP_0209,tauB-I,260671.0,0.000969577540905,Inorganic ion transport and metabolism,#8b4513,
PP_0210,PP_0210,261519.0,-0.0044271664946286,Energy production and conversion,#708090,
PP_0211,PP_0211,262484.0,-0.0076757024438114,Function unknown,#0000ff,
PP_0213,gabD-I,263250.0,-0.0178693306055933,Energy production and conversion,#708090,
PP_0214,gabT,264875.0,-0.0154689399411029,Amino acid transport and metabolism,#ff0000,
PP_0215,PP_0215,266291.0,4.966312893280936e-05,Signal transduction mechanisms,#000000,
PP_0216,PP_0216,267641.0,-0.0049175936982211,Signal transduction mechanisms,#000000,
PP_0217,desA,268769.0,-0.0056490984256376,Lipid transport and metabolism,#87cefa,
PP_0218,PP_0218,270100.0,0.0156305302803472,Signal transduction mechanisms,#000000,
PP_0219,metP,272024.0,-0.0020596588254146,Inorganic ion transport and metabolism,#8b4513,
PP_0220,metNB,272658.0,0.0028235417811216,Inorganic ion transport and metabolism,#8b4513,
PP_0221,PP_0221,273769.0,0.0001462343644348,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0222,PP_0222,274562.0,0.0007009775752485,Energy production and conversion,#708090,
PP_0223,PP_0223,275947.0,-0.0018259773178053,Lipid transport and metabolism,#87cefa,
PP_0224,PP_0224,277264.0,0.0051484497318739,Lipid transport and metabolism,#87cefa,
PP_0225,sctC,278819.0,-0.0024720068820385,Amino acid transport and metabolism,#ff0000,
PP_0226,sctS,279580.0,-0.0038484384072307,Inorganic ion transport and metabolism,#8b4513,
PP_0227,fliY,280245.0,-0.0020546856340835,Amino acid transport and metabolism,#ff0000,
PP_0228,PP_0228,281348.0,0.0036807685100099,Amino acid transport and metabolism,#ff0000,
PP_0229,betT-II,282550.0,0.0037089448955792,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0231,tauC,285498.0,-0.0008635282859994,Inorganic ion transport and metabolism,#8b4513,
PP_0232,tauB-II,286334.0,-0.0051471911708125,Inorganic ion transport and metabolism,#8b4513,
PP_0233,tauA,287136.0,-0.0017697184142457,Inorganic ion transport and metabolism,#8b4513,
PP_0234,oprE,288582.0,0.0107174111654276,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0235,PP_0235,290082.0,-0.0047106660731383,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0236,ssuE,290940.0,-0.0264845422825177,Function unknown,#0000ff,
PP_0237,ssuA,291619.0,-0.0048040043675818,Inorganic ion transport and metabolism,#8b4513,
PP_0238,ssuD,292644.0,-0.0019882285148581,Energy production and conversion,#708090,
PP_0239,ssuC,293803.0,-0.0049765701845656,Inorganic ion transport and metabolism,#8b4513,
PP_0240,ssuB,294597.0,-0.0109988368697014,Inorganic ion transport and metabolism,#8b4513,
PP_0241,PP_0241,295437.0,-0.0042662306293642,Coenzyme transport and metabolism,#d3d3d3,
PP_0242,PP_0242,295794.0,-0.0061057756869126,Transcription,#daa520,
PP_0244,PP_0244,298157.0,0.0110026243376955,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0245,yhgF,298540.0,0.0001816771066203,Transcription,#daa520,
PP_0246,ompR,301082.0,-0.0089056596882385,Transcription,#daa520,
PP_0247,envZ,301836.0,-0.0043226176209763,Signal transduction mechanisms,#000000,
PP_0248,rimK,303247.0,0.0050537741653662,Nucleotide transport and metabolism,#add8e6,
PP_0249,PP_0249,304149.0,0.0092188212336667,"Post-translational modification, protein turnover, and chaperones",#ff00ff,
PP_0250,hslR,304741.0,-0.0043581163870375,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0251,PP_0251,305171.0,0.0061805130933443,Lipid transport and metabolism,#87cefa,
PP_0254,PP_0254,308854.0,0.001382093925605,Function unknown,#0000ff,
PP_0255,PP_0255,309351.0,0.0007339998843571,No COG annotation,#00bfbf,
PP_0256,PP_0256,310030.0,0.0038793602769626,Energy production and conversion,#708090,
PP_0257,fdhD,312381.0,0.0042018550384693,Energy production and conversion,#708090,
PP_0258,ygaU,313387.0,-0.001826004532662,Function unknown,#0000ff,
PP_0259,yrfG,313878.0,0.0002413979539301,Function unknown,#0000ff,
PP_0260,nudE,314605.0,-0.0057324106655816,"Replication, recombination and repair",#00ff00,
PP_0261,cysQ,315186.0,-0.0059857168883069,Inorganic ion transport and metabolism,#8b4513,
PP_0262,PP_0262,316069.0,-0.0116146838334071,"Secondary metabolites biosynthesis, transport, and catabolism",#f4a460,
PP_0263,dctD-I,316524.0,-0.0107598103776459,Signal transduction mechanisms,#000000,
PP_0264,PP_0264,317927.0,-0.0098334499195137,Signal transduction mechanisms,#000000,
PP_0265,rmlC,319784.0,0.0081205292123004,Carbohydrate transport and metabolism,#ffc0cb,
PP_0266,aguA,320607.0,0.0014199175633142,Amino acid transport and metabolism,#ff0000,
PP_0267,PP_0267,322171.0,-0.001541910543167,Inorganic ion transport and metabolism,#8b4513,
PP_0268,oprQ,324715.0,-0.0018139119764974,Cell wall/membrane/envelope biogenesis,#c71585,
