,name,x,y,cog,color,link
meta,start,0.2514071376600475,,,,
PP_0001,parB,147.0,0.0063614140468703,"Replication, recombination and repair",#00ff00,
PP_0002,parA,1029.0,-0.0108249875251553,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PP_0003,rsmG,1839.0,-0.0047571306088724,"Translation, ribosomal structure and biogenesis",#d2691e,
PP_0007,yidD,8156.0,0.027967345313687,Function unknown,#0000ff,
PP_0012,recF,12222.0,0.0035228150511693,"Replication, recombination and repair",#00ff00,
PP_0014,PP_0014,17208.0,0.0058009610025563,"Replication, recombination and repair",#00ff00,
PP_0015,PP_0015,19163.0,-0.0022440284154241,Function unknown,#0000ff,
PP_0016,PP_0016,20198.0,0.0014670041840878,Function unknown,#0000ff,
PP_0017,PP_0017,22171.0,-0.0078347480025543,No COG annotation,#00bfbf,
PP_0020,PP_0020,24695.0,-0.0049800855753951,No COG annotation,#00bfbf,
PP_0021,PP_0021,25881.0,6.46589968704639e-06,No COG annotation,#00bfbf,
PP_0022,PP_0022,26989.0,0.0474905604471161,No COG annotation,#00bfbf,
PP_0024,PP_0024,27850.0,0.0027699971772009,Function unknown,#0000ff,
PP_0025,PP_0025,29990.0,0.0095221233055215,No COG annotation,#00bfbf,
PP_0026,PP_0026,30431.0,0.0039942527755513,Inorganic ion transport and metabolism,#8b4513,
PP_0027,PP_0027,31404.0,-0.0006131902793304,No COG annotation,#00bfbf,
PP_0028,PP_0028,31877.0,-0.0040071519113132,Function unknown,#0000ff,
PP_0029,czcR-I,32893.0,0.002470504850837,Transcription,#daa520,
PP_0030,czrSA,33564.0,0.0005230005384109,Signal transduction mechanisms,#000000,
PP_0031,PP_0031,35040.0,0.0076269845059269,No COG annotation,#00bfbf,
PP_0033,PP_0033,36198.0,0.0026930170224957,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0034,PP_0034,37646.0,0.0024231388995591,Cell wall/membrane/envelope biogenesis,#c71585,
PP_0035,PP_0035,38595.0,0.0200562193483844,Function unknown,#0000ff,
PP_0036,PP_0036,39272.0,0.0015867370016779,Transcription,#daa520,
